cid,Molecular_weight,LogP,Number_of_HBA_1,Number_of_HBA_2,Number_of_HBD_1,Number_of_HBD_2,Number_of_acidic_groups,Number_of_aliphatic_OH_groups,Number_of_basic_groups,Fraction_of_rotatable_bonds,Number_of_heavy_bonds,Number_of_heterocycles,Number_of_hydrophobic_groups,MolarRefractivity,Number_of_atoms,Number_of_halogen_atoms,Number_of_B_atoms,Number_of_Br_atoms,Number_of_Cl_atoms,Number_of_I_atoms,Number_of_F_atoms,Number_of_N_atoms,Number_of_O_atoms,Number_of_P_atoms,Number_of_S_atoms,Number_of_bonds,Number_of_NO2_groups,Number_of_SO_groups,Number_of_OSO_groups,Number_of_SO2_groups,PolarSurfaceArea,Geometrical_diameter,Geometrical_radius,Geometrical_shape_coefficient,Kier_shape_1,Kier_shape_2,Zagreb_group_index_1,Zagreb_group_index_2
5354238,192.213995456696,3.4471,15,3,1,1,0,0,0,0.214285714285714,14,0,0,67.884,26,0,0,0,0,0,0,0,3,0,0,26,0,0,0,0,46.53,9.93257445283213,0.969320153940288,9.24694927930281,12.0714285714286,5.77777777777778,122,116
5281794,276.375993728638,7.579,27,3,1,1,0,0,0,0.45,20,0,0,108.618,44,0,0,0,0,0,0,0,3,0,0,44,0,0,0,0,46.53,9.08700444517607,0.969610637168005,8.37180771006905,18.05,10.6875,218,211
6850776,568.794987201691,16.4762,58,6,2,2,0,0,0,0.463414634146342,41,0,0,226.745,93,0,0,0,0,0,0,0,6,0,0,93,0,0,0,0,93.06,12.8233840867089,0.966860961995043,12.2629039652701,39.0243902439024,24.336,466,452
124072,372.416991233826,6.7004,30,6,2,2,0,0,0,0.357142857142857,28,0,0,128.211,51,0,0,0,0,0,0,0,6,0,0,52,0,0,0,0,93.06,13.0766931581994,0.969269955402403,12.4912808194602,23.280612244898,11.8699780861943,256,258
66645351,448.448991298676,6.9481,28,9,2,2,1,0,0,0.3125,32,0,0,135.2268,51,0,0,0,0,0,0,0,9,0,1,52,0,0,0,2,147.64,18.0078614183314,0.969419279886806,17.5759266314923,27.24609375,13.0320247933884,250,256
10429233,370.400991201401,6.1979,28,6,2,2,0,0,0,0.321428571428571,28,0,0,126.415,49,0,0,0,0,0,0,0,6,0,0,50,0,0,0,0,93.06,12.908745845025,0.968419458744843,12.3297051483826,23.280612244898,11.8699780861943,242,245
6442612,332.483992576599,10.4062,35,3,1,1,0,0,0,0.541666666666667,24,0,0,136.302,56,0,0,0,0,0,0,0,3,0,0,56,0,0,0,0,46.53,12.3671802638314,0.980901187020801,11.6079776714238,22.0416666666667,14.1989795918367,282,275
6442560,304.429993152618,8.9926,31,3,1,1,0,0,0,0.5,22,0,0,122.46,50,0,0,0,0,0,0,0,3,0,0,50,0,0,0,0,46.53,11.0737277562472,0.970137291857584,10.4145985822725,20.0454545454545,12.4260355029586,250,243
5469426,354.357991456985,4.2072,24,6,3,3,0,0,0,0.259259259259259,27,0,0,118.374,44,0,0,0,0,0,0,0,6,0,0,45,0,0,0,0,104.06,15.0055955171255,0.969214933886682,14.4822165780618,22.2908093278464,11.1111111111111,212,224
5317593,326.391992330551,6.5538,26,4,2,2,0,0,0,0.32,25,0,0,118.931,46,0,0,0,0,0,0,0,4,0,0,47,0,0,0,0,66.76,9.87721730477486,0.970050051169766,9.18217286094063,20.3136,10.87109375,228,235
5281775,356.417991638184,7.2267,29,5,2,2,0,0,0,0.333333333333333,27,0,0,127.537,50,0,0,0,0,0,0,0,5,0,0,51,0,0,0,0,75.99,11.175546460753,0.96972781506249,10.5244157042487,22.2908093278464,11.7551020408163,248,249
5280698,272.299993515015,5.0482,20,4,2,2,0,0,0,0.19047619047619,21,0,0,96.43,36,0,0,0,0,0,0,0,4,0,0,37,0,0,0,0,58.92,13.641361997249,0.968849461478313,13.0799603443391,16.3718820861678,7.85204081632653,174,175
637429,384.383990764618,5.627,27,7,2,2,0,0,0,0.310344827586207,29,0,0,125.704,48,0,0,0,0,0,0,0,7,0,0,49,0,0,0,0,102.29,14.0953108117051,0.969332957758346,13.5412478745194,24.2711058263971,12.6398891966759,232,234
637308,314.336992502213,5.1807,23,5,2,2,0,0,0,0.291666666666667,24,0,0,106.966,41,0,0,0,0,0,0,0,5,0,0,42,0,0,0,0,75.99,13.2074687662835,0.968686283108039,12.6344129122044,19.3263888888889,10.0957336108221,200,206
162952,292.37499332428,7.0527,28,4,1,1,0,0,0,0.476190476190476,21,0,0,109.292,45,0,0,0,0,0,0,0,4,0,0,45,0,0,0,0,63.6,10.6412796890044,0.969582391054727,9.97511649054251,19.047619047619,10.6804733727811,226,220
11152,276.375993728638,7.579,27,3,1,1,0,0,0,0.45,20,0,0,108.618,44,0,0,0,0,0,0,0,3,0,0,44,0,0,0,0,46.53,9.77333560920636,0.976051748354199,9.01313262917256,18.05,10.6875,218,211
131752986,326.347992181778,5.4195,23,5,2,2,0,0,0,0.24,25,0,0,112.691,42,0,0,0,0,0,0,0,5,0,0,43,0,0,0,0,75.99,10.358691102901,0.967045671458988,9.71168757445837,20.3136,10.2222222222222,202,205
131752598,318.412992715836,7.9638,30,4,1,1,0,0,0,0.478260869565217,23,0,0,121.338,49,0,0,0,0,0,0,0,4,0,0,49,0,0,0,0,63.6,11.590332185502,0.971328413276617,10.932454592164,21.0434782608696,12.375,244,239
131750874,346.466992139816,9.3774,34,4,1,1,0,0,0,0.52,25,0,0,135.18,55,0,0,0,0,0,0,0,4,0,0,55,0,0,0,0,63.6,12.5624533805112,0.972133141129763,11.9225646663087,23.04,14.1066666666667,276,271
59039607,192.213995456696,3.4471,15,3,1,1,0,0,0,0.214285714285714,14,0,0,67.884,26,0,0,0,0,0,0,0,3,0,0,26,0,0,0,0,46.53,9.3429859364883,0.970907301268624,8.62294332762809,12.0714285714286,5.77777777777778,122,116
14440537,320.42899274826,8.4663,32,4,1,1,0,0,0,0.521739130434783,23,0,0,123.134,51,0,0,0,0,0,0,0,4,0,0,51,0,0,0,0,63.6,12.1253080379055,0.969544679191287,11.5061880057136,21.0434782608696,12.375,258,252
13337758,326.391992330551,6.8428,26,4,1,1,0,0,0,0.36,25,0,0,117.244,46,0,0,0,0,0,0,0,4,0,0,47,0,0,0,0,63.6,12.512504612798,0.969122484565033,11.9111694466711,20.3136,10.87109375,232,238
11895692,372.416991233826,7.2874,30,6,3,3,0,1,0,0.321428571428571,28,0,0,129.8568,51,0,0,0,0,0,0,0,6,0,0,52,0,0,0,0,96.22,11.1867402089528,0.946961832044766,10.813295774337,23.280612244898,11.8699780861943,252,255
11487078,424.492990016937,9.8706,34,6,0,0,0,0,0,0.3125,32,0,0,150.691,59,0,0,0,0,0,0,0,6,0,0,60,0,0,0,0,71.06,17.9084721623006,1.07522339490943,15.6555826882925,27.24609375,13.0320247933884,292,280
10250249,398.410990476608,6.3683,29,7,2,2,0,0,0,0.3,30,0,0,133.225,51,0,0,0,0,0,0,0,7,0,0,52,0,0,0,0,102.29,14.6848349921811,0.968613907195319,14.1606691614639,25.2622222222222,12.7575,248,246
9906039,342.390991926193,6.0275,27,5,2,2,0,0,0,0.346153846153846,26,0,0,119.605,47,0,0,0,0,0,0,0,5,0,0,48,0,0,0,0,83.83,13.1974482479919,0.969803095282493,12.6083791773707,21.301775147929,10.9826989619377,236,244
9548762,272.299993515015,5.0482,20,4,2,2,0,0,0,0.19047619047619,21,0,0,96.43,36,0,0,0,0,0,0,0,4,0,0,37,0,0,0,0,58.92,13.1363044826496,0.969647007143985,12.5475120181533,16.3718820861678,7.85204081632653,174,175
7766335,284.31099319458,5.2892,20,4,1,1,0,0,0,0.272727272727273,22,0,0,97.684,37,0,0,0,0,0,0,0,4,0,0,38,0,0,0,0,55.76,14.0660393440834,0.969873779159796,13.502958680117,17.3553719008264,9.20918367346939,180,184
6477182,396.438990592957,9.2588,30,6,1,1,0,1,0,0.3,30,0,0,138.7548,53,0,0,0,0,0,0,0,6,0,0,54,0,0,0,0,74.22,17.0795030953869,0.940775590132132,17.1547047718235,25.2622222222222,13.4201183431953,256,245
6123890,254.284993886948,4.9163,17,3,1,1,0,0,0,0.2,20,0,0,89.8995,33,0,0,0,0,0,0,0,3,0,0,34,0,0,0,0,46.53,12.2934177317929,0.970029867765243,11.6732362995322,15.39,7.69526627218935,160,167
5470829,352.385991573334,6.3411,25,5,2,2,0,0,0,0.142857142857143,28,0,0,122.305,46,0,0,0,0,0,0,0,5,0,0,48,0,0,0,0,75.99,16.2328369242308,0.967966069738716,15.7700474548788,20.7270408163265,9.46745562130178,234,245
5372374,370.400991201401,6.7849,28,6,3,3,0,1,0,0.285714285714286,28,0,0,128.0608,49,0,0,0,0,0,0,0,6,0,0,50,0,0,0,0,96.22,12.0940170289646,0.971489830545662,11.4489383714616,23.280612244898,11.8699780861943,238,242
5318278,310.392992734909,7.3691,25,3,1,1,0,0,0,0.333333333333333,24,0,0,116.57,45,0,0,0,0,0,0,0,3,0,0,46,0,0,0,0,46.53,11.4971987677364,0.970060862791363,10.852038576892,19.3263888888889,10.78,224,229
5281767,368.384991168976,6.2824,26,6,3,3,0,1,0,0.25,28,0,0,126.2648,47,0,0,0,0,0,0,0,6,0,0,48,0,0,0,0,96.22,15.0962924643246,0.937499745886274,15.1027163266622,23.280612244898,11.8699780861943,224,229
11366,366.412991285324,7.0479,27,5,2,2,0,0,0,0.137931034482759,29,0,0,129.226,49,0,0,0,0,0,0,0,5,0,0,51,0,0,0,0,75.99,15.4085509316974,0.970948974912953,14.86957845347,21.7027348394768,10.15625,250,261
131752987,296.321992874145,4.7466,20,4,2,2,0,0,0,0.217391304347826,23,0,0,104.085,38,0,0,0,0,0,0,0,4,0,0,39,0,0,0,0,66.76,10.0864388100998,0.970304091466026,9.39513168996356,18.3402646502836,9.33333333333333,182,191
131750873,290.358993291855,6.5502,26,4,1,1,0,0,0,0.428571428571429,21,0,0,107.496,43,0,0,0,0,0,0,0,4,0,0,43,0,0,0,0,63.6,9.45832026559972,0.971766521788403,8.73312009987026,19.047619047619,10.6804733727811,212,207
131750840,384.339990615845,5.11,22,8,2,4,2,0,0,0.241379310344828,29,0,0,114.843,44,0,0,0,0,0,0,0,8,0,0,45,0,0,0,0,139.18,15.627358310212,0.971717374824548,15.0822052945525,24.2711058263971,11.4075,220,229
102316888,274.359993696213,7.0765,25,3,1,1,0,0,0,0.4,20,0,0,106.822,42,0,0,0,0,0,0,0,3,0,0,42,0,0,0,0,46.53,10.8498686769974,0.969155566267199,10.1951775903086,18.05,10.6875,204,198
54597187,492.473987340927,7.8424,28,6,2,2,0,0,0,0.236842105263158,38,0,0,156.261,58,2,0,0,0,0,2,0,6,0,0,60,0,0,0,0,93.06,16.9949507082509,0.96902558583751,16.5381857369251,30.5401662049861,14.9630177514793,286,304
46886812,456.446989059448,6.5068,33,9,2,2,0,0,0,0.382352941176471,34,0,0,145.038,57,0,0,0,0,0,0,0,9,0,0,58,0,0,0,0,128.59,18.9251395301332,0.968231225931488,18.5460950063104,29.2318339100346,15.8842975206612,278,283
46881044,354.401991605759,6.7242,27,5,2,2,0,0,0,0.296296296296296,27,0,0,125.741,48,0,0,0,0,0,0,0,5,0,0,49,0,0,0,0,75.99,12.1027408048811,0.964492456798019,11.5483001132643,22.2908093278464,11.7551020408163,234,236
22321203,290.358993291855,7.1372,26,4,2,2,0,1,0,0.380952380952381,21,0,0,109.1418,43,0,0,0,0,0,0,0,4,0,0,43,0,0,0,0,66.76,11.8600474893454,0.958526561518793,11.3732069255891,19.047619047619,10.6804733727811,208,204
14999388,346.466992139816,9.3774,34,4,1,1,0,0,0,0.52,25,0,0,135.18,55,0,0,0,0,0,0,0,4,0,0,55,0,0,0,0,63.6,15.109951060914,0.969146537414208,14.5909869948347,23.04,14.1066666666667,276,271
11474949,396.438990592957,7.109,30,6,2,2,0,0,0,0.333333333333333,30,0,0,138.461,53,0,0,0,0,0,0,0,6,0,0,54,0,0,0,0,93.06,15.4990735883977,0.969245007710758,14.9908727567291,25.2622222222222,13.4201183431953,260,264
11140882,292.37499332428,6.5083,28,4,2,2,0,1,0,0.428571428571429,21,0,0,110.1178,45,0,0,0,0,0,0,0,4,0,0,45,0,0,0,0,66.76,9.0812066408848,0.984233192623596,8.22668195804057,19.047619047619,10.6804733727811,222,219
10904292,352.385991573334,6.2217,25,5,2,2,0,0,0,0.259259259259259,27,0,0,123.945,46,0,0,0,0,0,0,0,5,0,0,47,0,0,0,0,75.99,16.297960025007,0.968470715164883,15.8285522420079,22.2908093278464,11.7551020408163,220,223
10659647,270.28399348259,4.101,18,4,2,2,0,0,0,0.19047619047619,21,0,0,92.2605,34,0,0,0,0,0,0,0,4,0,0,35,0,0,0,0,66.76,12.3058879021577,0.970298172704552,11.6825838163304,16.3718820861678,7.85204081632653,164,173
10489861,234.250994443893,3.723,18,4,1,1,0,0,0,0.294117647058823,17,0,0,79.812,31,0,0,0,0,0,0,0,4,0,0,31,0,0,0,0,63.6,10.0717858127656,0.968685179987538,9.39737782805262,15.0588235294118,7.43801652892562,148,143
10249311,382.411990880966,7.1836,28,6,1,1,0,0,0,0.310344827586207,29,0,0,130.864,50,0,0,0,0,0,0,0,6,0,0,51,0,0,0,0,82.06,16.2256209604118,0.969431477544041,15.7372540878473,24.2711058263971,12.6398891966759,244,240
9975813,360.53799200058,11.8198,39,3,1,1,0,0,0,0.576923076923077,26,0,0,150.144,62,0,0,0,0,0,0,0,3,0,0,62,0,0,0,0,46.53,14.1487472800786,0.972513004734879,13.5486458393795,24.0384615384615,16,314,307
9952605,396.438990592957,8.6718,30,6,0,0,0,0,0,0.333333333333333,30,0,0,137.109,53,0,0,0,0,0,0,0,6,0,0,54,0,0,0,0,71.06,15.9658934820114,1.08264946830855,13.7470570571242,25.2622222222222,13.4201183431953,260,248
9794897,248.321994304657,6.1654,23,3,1,1,0,0,0,0.388888888888889,18,0,0,94.776,38,0,0,0,0,0,0,0,3,0,0,38,0,0,0,0,46.53,8.24014949844455,0.970161390755979,7.4935863011654,16.0555555555556,8.99173553719008,186,179
6474893,326.347992181778,5.4195,23,5,2,2,0,0,0,0.24,25,0,0,112.691,42,0,0,0,0,0,0,0,5,0,0,43,0,0,0,0,75.99,14.0959968560394,0.968744376364942,13.5507909000023,20.3136,10.2222222222222,202,205
6446390,234.294994592667,5.3527,21,3,1,1,0,0,0,0.235294117647059,17,0,0,88.387,35,0,0,0,0,0,0,0,3,0,0,35,0,0,0,0,46.53,11.0424169477424,0.96932573261188,10.3918537146313,15.0588235294118,6.25,170,164
6445487,412.348990678787,7.3676,22,6,0,2,2,0,0,0.285714285714286,28,0,0,118.048,47,0,0,0,0,0,0,0,6,0,0,46,0,0,0,0,98.72,16.624312162276,1.08212711969184,14.3626240944873,29,14.9101533966399,222,226
6441913,356.37399148941,6.0579,26,6,2,2,0,0,0,0.296296296296296,27,0,0,120.697,46,0,0,0,0,0,0,0,6,0,0,47,0,0,0,0,85.22,15.7497287751637,0.969283258599649,15.2488401975681,22.2908093278464,11.7551020408163,222,222
6440365,310.392992734909,7.478,25,3,1,1,0,0,0,0.333333333333333,24,0,0,117.362,45,0,0,0,0,0,0,0,3,0,0,46,0,0,0,0,46.53,12.167390280388,0.96932972903133,11.5523750236642,19.3263888888889,10.78,224,230
6438480,276.375993728638,7.6879,27,3,1,1,0,0,0,0.45,20,0,0,109.41,44,0,0,0,0,0,0,0,3,0,0,44,0,0,0,0,46.53,9.97925397813861,0.969086342823634,9.29759014977136,18.05,10.6875,218,212
5930244,284.31099319458,5.5892,20,4,1,1,0,0,0,0.227272727272727,22,0,0,98.5055,37,0,0,0,0,0,0,0,4,0,0,38,0,0,0,0,55.76,13.3966352939012,0.97139945115667,12.7910673904021,17.3553719008264,8.58501783590963,180,181
5468215,298.33799290657,5.996,22,4,1,1,0,0,0,0.304347826086957,23,0,0,104.605,40,0,0,0,0,0,0,0,4,0,0,41,0,0,0,0,55.76,14.01247145054,0.970611432631326,13.4367467551379,18.3402646502836,9.98810939357907,196,200
5324476,338.358991861343,5.6095,23,5,3,3,0,1,0,0.230769230769231,26,0,0,117.6588,43,0,0,0,0,0,0,0,5,0,0,44,0,0,0,0,86.99,14.7595303023978,0.930067466053202,14.8693114651464,21.301775147929,10.9826989619377,204,215
5315280,370.444991350174,9.1204,31,5,0,0,0,0,0,0.285714285714286,28,0,0,133.555,53,0,0,0,0,0,0,0,5,0,0,54,0,0,0,0,53.99,12.644523790896,1.08271397516055,10.6785449167413,23.280612244898,10.6837606837607,264,250
5284444,298.33799290657,5.996,22,4,1,1,0,0,0,0.304347826086957,23,0,0,104.605,40,0,0,0,0,0,0,0,4,0,0,41,0,0,0,0,55.76,14.0525231362419,0.969523765094928,13.4942534078739,18.3402646502836,9.98810939357907,196,200
1714173,394.466990709305,10.0243,31,5,0,0,0,0,0,0.193548387096774,31,0,0,141.716,55,0,0,0,0,0,0,0,5,0,0,57,0,0,0,0,53.99,16.5968199418016,1.05445677862813,14.7396872761294,23.6586888657648,11.5714285714286,282,277
1550234,366.412991285324,7.0479,27,5,2,2,0,0,0,0.137931034482759,29,0,0,129.226,49,0,0,0,0,0,0,0,5,0,0,51,0,0,0,0,75.99,15.1957118835619,0.968797081820073,14.685133831136,21.7027348394768,10.15625,250,261
1381237,354.401991605759,8.3959,27,5,0,0,0,0,0,0.296296296296296,27,0,0,125.181,48,0,0,0,0,0,0,0,5,0,0,49,0,0,0,0,53.99,16.2252405806843,1.05027063864709,14.4486281760528,22.2908093278464,11.7551020408163,234,221
442783,368.384991168976,6.2824,26,6,3,3,0,1,0,0.25,28,0,0,126.2648,47,0,0,0,0,0,0,0,6,0,0,48,0,0,0,0,96.22,15.6171820410942,0.931744558033447,15.7612269977257,23.280612244898,11.8699780861943,224,229
440382,272.299993515015,5.0482,20,4,2,2,0,0,0,0.19047619047619,21,0,0,96.43,36,0,0,0,0,0,0,0,4,0,0,37,0,0,0,0,58.92,13.9396600835526,0.969610988490923,13.3765492027354,16.3718820861678,7.85204081632653,174,175
294770,234.250994443893,3.723,18,4,1,1,0,0,0,0.235294117647059,17,0,0,79.812,31,0,0,0,0,0,0,0,4,0,0,31,0,0,0,0,63.6,9.79334241090964,0.970759690990882,9.08832824621436,15.0588235294118,6.80529300567108,148,140
251430,380.395990848541,6.2592,26,6,2,2,0,0,0,0.166666666666667,30,0,0,126.931,48,0,0,0,0,0,0,0,6,0,0,50,0,0,0,0,85.22,12.0143757768889,0.968068534961946,11.4106665416629,22.68,10.3469387755102,240,246
133145,312.408992767334,7.9805,27,3,1,1,0,0,0,0.375,24,0,0,119.158,47,0,0,0,0,0,0,0,3,0,0,48,0,0,0,0,46.53,9.75551400807805,0.983849127575174,8.91566057706612,19.3263888888889,10.78,238,243
99844,230.218994379044,2.6196,14,4,1,1,0,0,0,0.111111111111111,18,0,0,72.996,27,0,0,0,0,0,0,0,4,0,0,28,0,0,0,0,63.6,11.4899603194843,0.971171455209642,10.831031748152,13.4320987654321,5.76,134,143
14121,192.213995456696,3.4471,15,3,1,1,0,0,0,0.214285714285714,14,0,0,67.884,26,0,0,0,0,0,0,0,3,0,0,26,0,0,0,0,46.53,9.92031156993726,0.969622429632284,9.23110776603982,12.0714285714286,5.77777777777778,122,116
2889,368.384991168976,5.6954,26,6,2,2,0,0,0,0.285714285714286,28,0,0,124.619,47,0,0,0,0,0,0,0,6,0,0,48,0,0,0,0,93.06,16.1246346628927,0.9693092239513,15.6351812862794,23.280612244898,11.8699780861943,228,232
156025662,372.416991233826,6.2649,30,6,3,3,0,1,0,0.321428571428571,28,0,0,129.8288,51,0,0,0,0,0,0,0,6,0,0,52,0,0,0,0,96.22,14.0735085684299,0.968976861047203,13.5240914764675,23.280612244898,11.8699780861943,252,258
154728220,396.438990592957,8.3828,30,6,1,1,0,0,0,0.3,30,0,0,138.796,53,0,0,0,0,0,0,0,6,0,0,54,0,0,0,0,74.22,17.0223819813697,0.973493416698565,16.4858727233084,25.2622222222222,13.4201183431953,256,245
135400377,302.281992673874,3.4929,19,6,2,2,0,0,0,0.173913043478261,23,1,0,95.7625,36,0,0,0,0,0,0,0,6,0,0,37,0,0,0,0,96.97,13.1321308748697,0.968152931726423,12.564107946719,18.3402646502836,8.203125,176,182
131751371,274.359993696213,7.0765,25,3,1,1,0,0,0,0.4,20,0,0,106.822,42,0,0,0,0,0,0,0,3,0,0,42,0,0,0,0,46.53,9.83837630722818,0.963923400527636,9.20659556749304,18.05,10.6875,204,198
129716443,410.421990156174,5.9713,29,7,2,2,0,0,0,0.290322580645161,31,0,0,136.547,52,0,0,0,0,0,0,0,7,0,0,53,0,0,0,0,110.13,14.5741334986592,0.9688078660355,14.0433682565963,26.2539021852237,12.8888888888889,254,259
129630417,338.358991861343,5.0225,23,5,2,2,0,0,0,0.269230769230769,26,0,0,116.013,43,0,0,0,0,0,0,0,5,0,0,44,0,0,0,0,83.83,15.538414485736,0.969934685971134,15.0200627016224,21.301775147929,10.9826989619377,208,218
88539416,406.433990240097,7.774,28,6,2,2,0,1,0,0.290322580645161,31,0,0,140.2858,52,0,0,0,0,0,0,0,6,0,0,53,0,0,0,0,85.22,15.7878631867892,0.954043037361802,15.5483762980411,26.2539021852237,14.21,248,249
87098904,370.400991201401,7.0435,28,6,2,2,0,1,0,0.285714285714286,28,0,0,126.5928,49,0,0,0,0,0,0,0,6,0,0,50,0,0,0,0,93.06,15.7685037460576,0.968024887745185,15.2893577899501,23.280612244898,11.8699780861943,242,247
87088208,374.432991266251,7.1349,32,6,2,2,0,1,0,0.285714285714286,28,0,0,130.9488,53,0,0,0,0,0,0,0,6,0,0,54,0,0,0,0,93.06,12.9132547242569,0.969086862575696,12.3251777760513,23.280612244898,11.8699780861943,270,281
86144771,312.408992767334,7.9805,27,3,1,1,0,0,0,0.375,24,0,0,119.158,47,0,0,0,0,0,0,0,3,0,0,48,0,0,0,0,46.53,11.0841941870249,0.972328567393089,10.3996385159625,19.3263888888889,10.78,238,243
85309552,352.385991573334,6.2217,25,5,2,2,0,0,0,0.259259259259259,27,0,0,123.945,46,0,0,0,0,0,0,0,5,0,0,47,0,0,0,0,75.99,14.6849072526247,0.968723675794983,14.159025860056,22.2908093278464,11.7551020408163,220,223
85140635,370.400991201401,6.1979,28,6,2,2,0,0,0,0.321428571428571,28,0,0,126.415,49,0,0,0,0,0,0,0,6,0,0,50,0,0,0,0,93.06,14.339757081097,0.968835603033696,13.8010220064118,23.280612244898,11.8699780861943,242,245
76333842,356.37399148941,5.9132,26,6,2,2,0,0,0,0.222222222222222,27,0,0,119.145,46,0,0,0,0,0,0,0,6,0,0,47,0,0,0,0,93.06,10.5518956061925,0.968118567077175,9.89938357245797,22.2908093278464,9.97229916897507,226,223
72980493,424.492990016937,9.8706,34,6,0,0,0,0,0,0.3125,32,0,0,150.691,59,0,0,0,0,0,0,0,6,0,0,60,0,0,0,0,71.06,17.5455909605266,1.07594441552357,15.30715370365,27.24609375,13.0320247933884,292,280
72742747,346.466992139816,9.3774,34,4,1,1,0,0,0,0.52,25,0,0,135.18,55,0,0,0,0,0,0,0,4,0,0,55,0,0,0,0,63.6,14.9121950936671,0.969242078273151,14.3854185945326,23.04,14.1066666666667,276,271
66738878,270.28399348259,4.101,18,4,2,2,0,0,0,0.19047619047619,21,0,0,92.2605,34,0,0,0,0,0,0,0,4,0,0,35,0,0,0,0,66.76,12.4659418342481,0.969726022443874,11.8551173689573,16.3718820861678,7.85204081632653,164,173
56597215,302.325992822647,5.2695,23,5,1,1,0,0,0,0.260869565217391,23,0,0,100.973,40,0,0,0,0,0,0,0,5,0,0,41,0,0,0,0,72.83,11.5248338758057,0.967956151267985,10.9063594572013,18.3402646502836,8.74089490114464,202,204
54695591,466.485988855362,7.9989,34,8,3,3,0,1,0,0.314285714285714,35,0,0,157.4528,60,0,0,0,0,0,0,0,8,0,0,61,0,0,0,0,122.52,16.2517510609964,0.961033613100006,15.9106999375112,30.225306122449,15.9697542533081,288,289
53393977,396.438990592957,8.6718,30,6,0,0,0,0,0,0.333333333333333,30,0,0,137.109,53,0,0,0,0,0,0,0,6,0,0,54,0,0,0,0,71.06,16.4293609549588,1.08260055193198,14.175829095634,25.2622222222222,13.4201183431953,260,248
51136451,356.37399148941,5.9132,26,6,2,2,0,0,0,0.222222222222222,27,0,0,119.145,46,0,0,0,0,0,0,0,6,0,0,47,0,0,0,0,93.06,11.3763002263276,0.969437073635636,10.7349547853205,22.2908093278464,9.97229916897507,226,223
46946664,410.465990304947,8.5972,32,6,1,1,0,0,0,0.354838709677419,31,0,0,144.706,56,0,0,0,0,0,0,0,6,0,0,57,0,0,0,0,82.06,16.4579518099011,0.969097657406612,15.9827588418117,26.2539021852237,14.21,276,272
46898924,425.412989735603,6.8134,28,8,1,2,1,0,0,0.34375,32,0,0,134.4435,52,0,0,0,0,0,0,0,8,0,0,53,0,0,0,0,122.19,15.9172406584914,0.970202330290157,15.4061043367429,27.24609375,14.3027210884354,258,261
46881062,358.433991670609,7.8381,31,5,2,2,0,0,0,0.37037037037037,27,0,0,130.125,52,0,0,0,0,0,0,0,5,0,0,53,0,0,0,0,75.99,11.3453343085068,0.970741432498796,10.6872876017073,22.2908093278464,11.7551020408163,262,263
