Molecular_weight,LogP,Fraction_of_rotatable_bonds,MolarRefractivity,PolarSurfaceArea,Geometrical_diameter,Geometrical_radius,Geometrical_shape_coefficient,Kier_shape_1,Kier_shape_2
0.001256502324816,0.067352779254309,0.192592592592592,0.005660721878536,0.314169741697417,0.007595437269278,0.928567497917973,0.003713593424317,0,0.003008362676101
0.054104058327787,0.077874648796416,0.288888888888889,0.039462288080266,0.597416974169742,0.07576908402782,0.924869597407819,0.029471649563507,0.05968671022973,0.068630004092137
0.179680642186826,0,0.173333333333333,0.064861365109608,0.247675276752768,0.007541772039938,0.148739916577771,0.440096464743429,0.078094761048246,0.06481062929062
0.020156219190203,0.071094995823525,0.173333333333333,0.028754303809759,0.247675276752768,0.008745915683641,0.927645616419989,0.004224116730889,0.019858382095125,0.009717455783804
0.044555520759398,0.079939156352039,0.173333333333333,0.015841264911225,0.314169741697417,0.02721105440136,0.928705907070373,0.01098655535414,0.019858382095125,0.009717455783804
0.020131078553181,0.069955957172147,0.346666666666667,0.015355545099445,0.402952029520295,0.01099039078798,0.936790612956814,0.004232793189975,0.019858382095125,0.033261547026033
0.02136801332936,0.060487698382565,0.346666666666667,0.007782333654485,0.381107011070111,0.010623196512487,0.899090471003255,0.007604775495652,0.019858382095125,0.033261547026033
0.02136801332936,0.049280032652441,0.173333333333333,0.014156955489677,0.417859778597786,0.007238716634171,0.932171007337317,0.003259749709685,0.019858382095125,0.009717455783804
0.044555520759398,0.079939156352039,0.173333333333333,0.015841264911225,0.314169741697417,0.007551664770048,0.931990619187539,0.003391597735988,0.019858382095125,0.009717455783804
0.018889114750487,0.083600691016782,0.173333333333333,0.023894530295293,0.314169741697417,0.007356072128963,0.931280050628827,0.003382433664023,0.019858382095125,0.009717455783804
0.055340993103966,0.069834934315438,0.288888888888889,0.028744774842083,0.632177121771218,0.067953905630884,0.927846890540542,0.026216543820357,0.05968671022973,0.04507405905397
0.018889114750487,0.079796776520617,0.346666666666667,0.023970762036696,0.210922509225092,0.003152940974586,0.934028613389749,0.001586233504158,0.019858382095125,0.033261547026033
0.036521727176159,0.092240773786924,0.315151515151515,0.042280802194856,0.146051660516605,0.04423632986307,0.998543684533676,0.010535977730824,0.039757332897289,0.038539747889215
0.054099029301272,0.069571531627307,0.433333333333333,0.036865773158546,0.33690036900369,0.00882579666994,0.934137242568159,0.003671484936505,0.05968671022973,0.068630004092137
0.044555520759398,0.079939156352039,0.173333333333333,0.015841264911225,0.314169741697417,0.008437068048299,0.928282607907477,0.004051874772374,0.019858382095125,0.009717455783804
0.018889114750487,0.083600691016782,0.173333333333333,0.023894530295293,0.314169741697417,0.040762754853542,0.928399296589368,0.01605130702414,0.019858382095125,0.009717455783804
0.036521727176159,0.096044688283089,0.315151515151515,0.042204570453453,0.210922509225092,0.043112360479521,0.936431566621617,0.016096800506036,0.039757332897289,0.038539747889215
0.020100908889644,0.057981813349533,0.346666666666667,0.009373413716614,0.381107011070111,0.012304713160018,0.932137374270698,0.005137355525859,0.019858382095125,0.033261547026033
0.0717869520275,0.125785462070013,0.533333333333334,0.077929442887617,0.146051660516605,0.069578703828609,0.991904094991309,0.019951577588228,0.079639492585464,0.0997846410781
0.05415433960183,0.113341464803706,0.577777777777777,0.059619402729457,0.210922509225092,0.066231214440247,0.93485379027606,0.024788242832324,0.05968671022973,0.097411988286237
0.0717869520275,0.120149593742881,0.4,0.077541588149261,0.210922509225092,0.03011489067065,0.936685475154495,0.011284652739488,0.079639492585464,0.052419461270173
0.036521727176159,0.096569120662161,0.472727272727273,0.041795082383076,0.210922509225092,0.035372327829955,0.935398720898005,0.013348273370377,0.039757332897289,0.06481062929062
0.120702462499705,0.080413755790113,0.433333333333333,0.04654694677711,0.430553505535055,0.154640999086855,1,0.048486402892005,0.139594385373739,0.166556419593912
0.079198507127098,0.061678942972132,0.144444444444444,0.032345436925059,0.802730627306273,0.013352706484859,0.927658630999763,0.005935865739147,0.118257781015915,0.168870707664692
0.035265224851343,0.092240773786924,0.315151515151515,0.042280802194856,0.146051660516605,0.039292504234922,0.998494894850472,0.008832547302845,0.039757332897289,0.038539747889215
0.036521727176159,0.099848602779254,0.157575757575758,0.042128338712049,0.314169741697417,0.040008554338588,0.93131880035008,0.015472307134735,0.039757332897289,0.017345741346287
0.039000625755031,0.065527944414914,0.157575757575758,0.032390763906434,0.417859778597786,0.041944538305387,0.929499705505399,0.0163766825156,0.039757332897289,0.017345741346287
0.039000625755031,0.065527944414914,0.157575757575758,0.032390763906434,0.417859778597786,0.007808802800307,0.93184134830028,0.003500064437517,0.039757332897289,0.017345741346287
0.033987518296729,0.079091996355076,0.288888888888889,0.025675159552262,0.144354243542435,0.042328800921019,0.993873694340089,0.010297225415288,0.010598574713691,0
0.033937237022686,0.072642189991647,0.315151515151515,0.014561807846049,0.213357933579336,0.048367880824773,0.998927740763913,0.011927960408602,0.039757332897289,0.06481062929062
0.036521727176159,0.096044688283089,0.315151515151515,0.042204570453453,0.210922509225092,0.008919638606792,0.933484035755832,0.003764389755416,0.039757332897289,0.038539747889215
0.055396303404523,0.103500645455236,0.577777777777777,0.05424326218285,0.414907749077491,0.073141807170732,0.936910082479657,0.027103424863325,0.05968671022973,0.097411988286237
0.101229530718535,0.125201704761182,0.577777777777777,0.075044741078633,0.414907749077491,0.065801349575947,0.339132222466531,0.207620498217047,0.118257781015915,0.168870707664692
0.018889114750487,0.083600691016782,0.173333333333333,0.023894530295293,0.314169741697417,0.01073598720654,0.919933702123192,0.005672523261389,0.019858382095125,0.009717455783804
0.072973605529637,0.076503056420381,0.533333333333334,0.046074876567676,0.528929889298893,0.053334627559601,0.931286041140198,0.020411328941258,0.079639492585464,0.0997846410781
0.039000625755031,0.078173646442403,0.472727272727273,0.026765067422597,0.279040590405904,0.004917636310951,0.939387837396639,0.001771354453384,0.039757332897289,0.06481062929062
0.055340993103966,0.069834934315438,0.288888888888889,0.028744774842083,0.632177121771218,0.070483786245546,0.928249777864033,0.027110717083056,0.05968671022973,0.04507405905397
0.073051670270221,0.120149593742881,0.4,0.077541588149261,0.210922509225092,0.033167560871806,0.26343707319416,0.247404642824317,0.079639492585464,0.052419461270173
0.073051670270221,0.120149593742881,0.4,0.077541588149261,0.210922509225092,0.032478307922297,0.258236231839768,0.253068690545055,0.079639492585464,0.052419461270173
0.100432563234151,0.082528096286734,0.173333333333333,0.022769081950925,0.314169741697417,0.014774936429878,0.928189924874624,0.006415456882346,0.019858382095125,0.009717455783804
0.092922956952839,0.110754897866201,0.192592592592592,0.047263679670102,0.314169741697417,0.007163392905387,0.07147528580791,1,0.129910015204065,0.140463048092096
0.05531082344043,0.030585560786696,0.433333333333333,0.016366903371375,0.507084870848709,0.026564470457944,0.923293783048,0.011275666462644,0.05968671022973,0.068630004092137
0.146265790548162,0.105344464272154,0.173333333333333,0.044559513167617,0.314169741697417,0.010484540809402,0.288562333044061,0.19182340640336,0.078094761048246,0.06481062929062
0.05415433960183,0.109013117928468,0.433333333333333,0.060105122541237,0.146051660516605,0.072657495813359,0.998608708658721,0.020347012781199,0.05968671022973,0.068630004092137
0.179680642186826,0.110980332599286,0.173333333333333,0.065036492083102,0.314169741697417,0.006326365901426,0.928520149951282,0.00324640313625,0.078094761048246,0.140463048092096
0.118065175659822,0.094025267674083,0.472727272727273,0.041516939542821,0.210922509225092,0.029522156800405,0.936198293510121,0.011113534622743,0.039757332897289,0.06481062929062
0.062188133185069,0.090321019059914,0.472727272727273,0.033600170182212,0.210922509225092,0.026280659501105,0.935813915398099,0.009956002026312,0.039757332897289,0.06481062929062
0.047089729638828,0.089053838560255,0.192592592592592,0.026462200774319,0.314169741697417,0.007163392905387,0.298918627897505,0.178589338279958,0.058013251064411,0.063514731375965
0.10436460651714,0.099006188776673,0.495238095238096,0.034120400309357,0.210922509225092,0.051494379955071,0.93891431792831,0.018923190998511,0.099610664602355,0.080435818708385
0.02136801332936,0.049280032652441,0.173333333333333,0.014156955489677,0.417859778597786,0.007893065554635,0.928393388915883,0.00383978558849,0.019858382095125,0.009717455783804
0.080465611566812,0.064184828005164,0.144444444444444,0.03075435686293,0.781845018450185,0.015406538764172,0.925065396578821,0.006941298365072,0.118257781015915,0.168870707664692
0.051569849448357,0.08889010175412,0.288888888888889,0.032795616262806,0.213357933579336,0.081835252873827,0.999206845521877,0.023455391105371,0.05968671022973,0.068630004092137
0.023870795438477,0.067734831801959,0.173333333333333,0.002830360939268,0.314169741697417,0.005784731395737,0.932179799349998,0.002720961449055,0.019858382095125,0.009717455783804
0.023870795438477,0.067734831801959,0.173333333333333,0.002830360939268,0.314169741697417,0.007985875387469,0.928178659257374,0.003893565642514,0.019858382095125,0.009717455783804
0.046485088552137,0.068116884349609,0.157575757575758,0,0.314169741697417,0.007755255786587,0.932969092935366,0.003379887244959,0.039757332897289,0.017345741346287
0.002523606764531,0.058650998557218,0.192592592592592,0.010444263651598,0.323394833948339,0.008512163391777,0.928027546419868,0.004102761595647,0,0.003008362676101
0.049085921842969,0.079877458425089,0.433333333333333,0.0439970465351,0.210922509225092,0.042427054630201,0.933420932517142,0.016152034596491,0.05968671022973,0.097411988286237
0.036521727176159,0.100373035158326,0.315151515151515,0.041718850641673,0.314169741697417,0.01821700651697,0.931728765816052,0.007363232875601,0.039757332897289,0.038539747889215
0.036521727176159,0.100373035158326,0.315151515151515,0.041718850641673,0.314169741697417,0.073555969550503,0.923571784865059,0.028798303897913,0.039757332897289,0.038539747889215
0.071731641726943,0.086343875768851,0.533333333333334,0.054690093504927,0.33690036900369,0.008472238406446,0.935276779389601,0.00343970504869,0.079639492585464,0.0997846410781
0,0.067352779254309,0.192592592592592,0.005660721878536,0.314169741697417,0.007595437269278,0.928567497917973,0.003713593424317,0,0.003008362676101
0.006299042680165,0.067352779254309,0.192592592592592,0.005660721878536,0.314169741697417,0.007163392905387,0.921305255423796,0.004208118049117,0,0.003008362676101
0.072973605529637,0.076503056420381,0.533333333333334,0.04931395295832,0.540885608856089,0.03452777401836,0.936837565551654,0.0128946552741,0.079639492585464,0.0997846410781
0.005050657052976,0.067352779254309,0.192592592592592,0.005660721878536,0.314169741697417,0.007163392905387,0.921305255423796,0.004208118049117,0,0.003008362676101
0.099937285641799,0.099575708102362,0.288888888888889,0.060263766976049,0.597416974169742,0.076592978439531,0.365697213343232,0.196939051628515,0.118257781015915,0.13087848852848
0.064117700977809,0.091868213228036,0.288888888888889,0.018712832197197,0.314169741697417,0.047906595388571,0.931550032743721,0.01837315082812,0.05968671022973,0.04507405905397
0.08936928317913,0.110370472321361,0.247619047619048,0.07592990491378,0.597416974169742,0.110681919965586,0.924598485122068,0.042528077322474,0.099610664602355,0.080435818708385
0.100432563234151,0.082528096286734,0.173333333333333,0.022769081950925,0.314169741697417,0.033410899274208,0.928677355533152,0.013292072862685,0.019858382095125,0.009717455783804
0.018889114750487,0.042246468980181,0.346666666666667,0.025661252410249,0.244723247232472,0.042119302730922,0.947905655043472,0.014577750049996,0.019858382095125,0.033261547026033
0.364607487760305,0.254591749563368,0.866666666666667,0.23124023119851,0.314169741697417,0.170079014800381,0.92137003016644,0.065191930304649,0.259741146811112,0.30041971379321
0.056633238180703,0.094421558204875,0.433333333333333,0.044998875839354,0.279040590405904,0.044753083762719,0.939207083048976,0.016416729740631,0.05968671022973,0.068630004092137
